CarID,ManufacturerID,Model,EngineSize,FuelType,YearOfManufacture,Mileage,Price,DealerID
C14493,4,Passat,1.8,Diesel,2000,189246,3445,43
C25086,4,Golf,1.6,Diesel,1990,217343,1043,3
C20396,4,Passat,1.6,Diesel,2009,98170,12316,17
C04814,1,Fiesta,1.4,Petrol,2012,70468,10714,23
C08995,3,Prius,1.0,Hybrid,2007,80169,10972,22
C49692,4,Golf,2.0,Petrol,1993,168071,2086,19
C21375,3,Prius,1.0,Hybrid,2015,34309,25070,14
C30243,1,Mondeo,1.6,Diesel,2011,83905,14746,49
C47579,3,Prius,1.8,Hybrid,2003,86064,10821,28
C01165,4,Polo,1.6,Petrol,2002,93297,5151,29
C24811,3,Yaris,1.2,Hybrid,2019,26122,28910,22
C21110,1,Focus,1.8,Petrol,2002,174544,4063,16
C03698,2,911,3.5,Petrol,2003,208259,10631,22
C11439,3,Prius,1.8,Hybrid,1997,85441,7285,26
C04470,0,Z4,2.4,Petrol,1997,174826,3702,7
C09808,3,RAV4,2.0,Hybrid,1990,293658,955,34
C47768,3,RAV4,2.0,Hybrid,2014,60577,33157,33
C06749,1,Focus,1.8,Petrol,2012,52294,19821,3
C49185,4,Polo,1.6,Petrol,2011,82739,10114,48
C17379,1,Focus,1.4,Diesel,2006,74797,10620,21
C36885,1,Fiesta,1.4,Petrol,1998,221021,1259,11
C13357,4,Polo,2.0,Petrol,2019,19360,28625,12
C32405,3,Prius,1.8,Hybrid,2011,57506,22348,21
C42455,1,Mondeo,2.0,Diesel,1990,92041,3838,37
C46066,4,Passat,1.8,Diesel,2010,60520,18093,44
C11539,4,Golf,1.6,Petrol,2007,67335,10207,4
C02009,3,Prius,1.8,Hybrid,2000,119176,6944,8
C03222,1,Mondeo,1.8,Diesel,2012,93986,15566,49
C44997,3,Prius,1.4,Hybrid,2016,49518,28928,3
C18763,4,Polo,2.0,Petrol,2004,114189,5640,48
C14166,3,RAV4,2.0,Hybrid,2015,68540,33639,41
C40684,4,Golf,2.0,Diesel,2008,115278,9101,27
C25081,3,RAV4,1.8,Hybrid,2006,130111,11185,36
C01823,0,M5,4.4,Petrol,2018,28558,106073,39
C44662,1,Fiesta,1.2,Petrol,2018,44586,17464,32
C06849,3,RAV4,1.8,Hybrid,2005,41313,19470,6
C12636,3,Yaris,1.4,Hybrid,1997,154855,2902,35
C37669,1,Focus,1.6,Petrol,2002,119360,5996,29
C06096,2,911,2.6,Petrol,2014,37866,69984,21
C39249,3,Yaris,1.2,Petrol,1985,229045,527,9
C10578,3,Prius,1.8,Hybrid,2004,61730,13638,4
C31075,4,Golf,1.4,Diesel,1991,310363,438,24
C29113,0,X3,3.0,Petrol,2005,83620,15106,34
C10193,4,Golf,2.0,Petrol,2008,74575,11621,14
C00315,3,Yaris,1.2,Petrol,1997,174912,1892,12
C11450,1,Fiesta,1.4,Petrol,1995,256035,748,9
C30746,4,Golf,1.8,Hybrid,2016,42938,27634,6
C29703,3,Yaris,1.2,Petrol,1997,113333,3111,2
C27659,1,Fiesta,1.0,Petrol,2016,25841,15575,6
C23686,4,Polo,1.2,Diesel,2000,87472,4273,20
C28376,3,RAV4,1.8,Hybrid,1999,17730,14940,39
C03086,3,RAV4,1.8,Hybrid,2011,51067,27360,35
C49372,4,Golf,1.8,Diesel,2016,48662,23347,0
C03752,3,RAV4,2.0,Hybrid,2003,133739,9380,25
C05049,2,911,3.5,Petrol,2009,90179,41323,48
C29187,1,Fiesta,1.0,Petrol,2014,57433,11269,42
C30709,4,Passat,1.8,Diesel,2018,37123,35654,10
C20147,0,Z4,3.0,Petrol,1990,189943,2278,27
C32250,1,Mondeo,2.0,Diesel,1996,164815,3243,0
C04970,3,Prius,1.4,Hybrid,2013,78673,19568,27
C30526,3,Prius,1.0,Hybrid,2014,48492,21533,21
C18495,0,Z4,3.0,Petrol,2010,85610,19801,0
C38065,3,RAV4,2.0,Hybrid,2013,93288,24808,4
C41837,0,Z4,2.4,Petrol,2001,77524,10280,16
C32753,1,Mondeo,1.8,Diesel,1996,176571,2785,45
C20074,4,Polo,1.0,Petrol,2021,10856,24210,7
C26274,1,Focus,1.6,Petrol,2014,44977,22342,16
C13650,4,Polo,1.4,Petrol,1993,195165,1165,12
C25534,4,Polo,1.2,Petrol,1994,223610,895,27
C17522,0,X3,2.0,Petrol,1996,173343,3361,28
C25481,4,Golf,2.0,Diesel,1995,145684,3012,24
C48235,4,Polo,1.6,Petrol,2009,95529,8084,11
C48788,1,Focus,1.6,Diesel,2004,76666,9811,49
C32390,4,Golf,1.2,Petrol,1996,123168,2839,37
C05087,4,Polo,1.4,Petrol,1995,124940,2384,45
C17253,1,Fiesta,1.2,Hybrid,2000,165562,2592,11
C04040,4,Polo,1.4,Diesel,2014,69295,13297,21
C18387,3,Yaris,1.0,Petrol,2021,22098,25702,48
C04247,1,Fiesta,1.2,Petrol,1985,73016,1611,46
C18628,4,Passat,1.4,Diesel,2005,79076,10101,12
C00880,4,Polo,1.2,Petrol,2014,71010,11591,30
C23299,4,Golf,1.8,Diesel,2017,40827,26178,45
C29753,4,Polo,1.6,Diesel,2014,99295,11527,6
C30173,3,Yaris,1.4,Hybrid,2009,17746,16794,2
C28560,1,Focus,1.0,Diesel,2012,102621,10996,4
C18864,4,Golf,1.4,Diesel,2004,142549,4709,3
C43344,3,Prius,1.4,Hybrid,1996,152612,3595,3
C34211,3,RAV4,2.4,Hybrid,2014,30113,43757,11
C26084,4,Passat,2.0,Petrol,2015,50931,26944,11
C01942,0,X3,2.0,Diesel,2020,22096,51814,9
C22226,4,Golf,1.4,Diesel,2018,22215,27482,38
C44692,3,Yaris,1.2,Petrol,1995,119627,2595,29
C43240,1,Mondeo,2.0,Hybrid,1996,144508,4382,29
C23860,4,Golf,1.2,Diesel,1994,140702,2272,23
C14159,1,Mondeo,1.6,Diesel,2002,93213,7577,26
C33876,4,Polo,1.0,Petrol,1995,141087,1773,41
C48105,2,Cayenne,2.6,Petrol,2006,85552,20224,10
C23450,3,Prius,1.4,Hybrid,1997,203860,2479,42
C06624,3,RAV4,1.8,Hybrid,1995,228983,2309,22
C38265,1,Focus,1.6,Petrol,2007,90256,10380,12
C26242,1,Mondeo,2.0,Diesel,2016,27520,32915,32
C47592,3,RAV4,2.4,Petrol,1993,88406,6181,33
C24156,3,RAV4,2.2,Hybrid,2006,126952,12675,33
C32059,3,RAV4,2.2,Hybrid,2013,69511,30678,16
C09332,4,Golf,1.6,Diesel,1990,115284,2451,30
C43565,4,Golf,1.4,Petrol,2003,172827,3265,42
C03494,0,Z4,3.0,Petrol,2015,77844,29164,49
C04879,1,Focus,1.0,Petrol,2010,122617,7881,32
C47063,1,Focus,1.0,Petrol,2007,77898,8946,37
C00999,4,Passat,1.4,Petrol,2019,32159,32955,5
C37087,4,Golf,1.6,Petrol,1995,268751,865,45
C36438,3,Prius,1.8,Hybrid,2001,59190,11350,13
C34750,1,Mondeo,1.4,Petrol,2004,112199,6706,13
C28617,0,M5,4.4,Petrol,1992,258950,3049,21
C37096,1,Focus,1.8,Petrol,2001,99224,6918,37
C22811,3,RAV4,2.0,Petrol,1991,98709,4585,37
C07143,1,Focus,1.4,Diesel,1993,199248,1667,31
C21559,4,Polo,1.6,Petrol,2018,17897,24144,25
C09936,1,Focus,1.8,Petrol,2020,14548,42097,45
C04789,3,Prius,1.0,Hybrid,2020,23828,37150,17
C30511,1,Fiesta,1.4,Petrol,1998,166325,2029,4
C31190,3,RAV4,2.2,Hybrid,2009,79547,21951,2
C20084,3,RAV4,2.0,Hybrid,2020,23521,61858,18
C10824,1,Mondeo,2.0,Diesel,1996,270210,1263,49
C00673,4,Polo,1.6,Petrol,2001,129115,3681,1
C15595,1,Fiesta,1.0,Petrol,2009,105196,5802,8
C43049,4,Passat,1.6,Petrol,1999,220812,2188,32
C21912,3,RAV4,2.2,Hybrid,2015,109018,26491,48
C11869,1,Mondeo,2.0,Diesel,1995,189428,2458,27
C34691,4,Golf,1.4,Petrol,2018,31334,24855,36
C11322,4,Golf,1.8,Petrol,2003,179228,3505,11
C44212,1,Focus,1.4,Petrol,1989,261975,688,2
C24615,1,Mondeo,1.8,Diesel,2001,176631,3885,34
C12006,4,Golf,1.2,Petrol,2015,63027,15501,23
C03940,3,Prius,1.4,Hybrid,1994,233219,1559,23
C04614,4,Passat,1.8,Petrol,2004,139750,6483,44
C36760,2,718 Cayman,2.4,Petrol,2006,112549,13479,42
C31459,4,Passat,1.4,Diesel,1999,77731,6834,21
C44953,3,Yaris,1.4,Petrol,2018,25222,24468,16
C04348,0,X3,2.0,Diesel,1998,125022,5981,23
C39328,1,Focus,2.0,Hybrid,1998,165892,4236,11
C49923,0,M5,4.0,Petrol,2011,79247,46062,8
C22394,3,RAV4,2.4,Hybrid,1991,170152,3425,6
C03157,3,Prius,1.8,Hybrid,2015,22808,35917,49
C29918,1,Fiesta,1.2,Petrol,2007,114887,5172,26
C37224,1,Mondeo,2.0,Diesel,2006,103322,10276,20
C13479,0,X3,2.0,Diesel,2006,56036,16642,15
C13872,4,Polo,1.0,Petrol,1991,268546,442,16
C38556,3,Yaris,1.4,Petrol,2011,91752,10016,5
C25330,4,Polo,2.0,Petrol,2002,113674,4955,31
C44685,1,Focus,1.6,Diesel,2010,109065,11604,32
C00986,3,Yaris,1.2,Petrol,2010,63891,10499,13
C37140,4,Golf,1.2,Petrol,1998,147652,2671,38
C35034,1,Focus,2.0,Petrol,1985,199715,1108,28
C23731,0,Z4,2.0,Petrol,2019,24930,43276,4
C07531,4,Polo,2.0,Petrol,1993,322395,428,22
C44395,3,Yaris,1.4,Hybrid,1993,167556,1999,39
C32949,1,Fiesta,1.0,Petrol,1985,203894,521,10
C30878,4,Polo,1.2,Petrol,2019,24472,21553,10
C29931,0,X3,3.0,Petrol,2005,93608,14074,24
C23416,1,Mondeo,1.4,Diesel,2014,86926,16495,29
C06060,4,Polo,1.0,Petrol,1992,79577,2302,27
C23680,4,Passat,1.4,Diesel,2005,97947,8838,14
C15941,3,RAV4,2.0,Hybrid,1997,221910,2964,7
C06949,3,RAV4,2.0,Hybrid,2009,126502,14813,17
C30096,3,Prius,1.8,Hybrid,2018,44805,38584,48
C41340,0,Z4,2.4,Petrol,2011,57225,22904,5
C49599,1,Fiesta,1.0,Diesel,2012,50457,10822,28
C33184,1,Mondeo,2.0,Diesel,2002,180731,4227,20
C16581,4,Passat,1.6,Diesel,2015,65774,23005,49
C01389,1,Focus,1.8,Diesel,1998,177695,3181,25
C21351,3,Prius,1.4,Hybrid,2015,27812,30796,11
C49751,4,Passat,1.4,Diesel,2010,107048,11536,27
C34432,4,Polo,1.0,Petrol,2007,78388,6311,37
C24455,4,Passat,1.4,Petrol,2018,35761,30188,25
C40360,3,RAV4,1.8,Hybrid,2011,62417,25448,37
C18578,3,Prius,1.8,Hybrid,2017,53799,34135,15
C33452,4,Golf,1.4,Petrol,2017,50005,20787,45
C47853,0,X3,2.0,Petrol,2019,20502,46573,23
C00005,4,Polo,1.0,Petrol,2006,127869,4101,5
C29183,3,Prius,1.8,Hybrid,1991,136219,3335,27
C08231,2,718 Cayman,4.0,Petrol,2007,50228,28624,46
C05947,3,Yaris,1.4,Hybrid,1997,141997,3223,15
C07823,1,Focus,1.8,Petrol,2018,34771,32888,39
C19487,1,Focus,1.0,Diesel,2018,21552,27753,20
C15385,1,Fiesta,1.0,Petrol,2018,39535,16436,39
C41100,3,Yaris,1.0,Petrol,2003,174553,2585,49
C18184,4,Passat,1.6,Diesel,2007,114417,9553,49
C27162,4,Polo,1.2,Petrol,2014,56220,12767,6
C11646,1,Focus,1.4,Petrol,2008,114711,8670,16
C24391,4,Polo,2.0,Petrol,2013,60933,14960,15
C04851,4,Polo,1.6,Petrol,2020,13754,28212,22
C47436,3,RAV4,2.2,Hybrid,2006,101169,15409,6
C42207,4,Golf,1.4,Petrol,2014,79996,13976,2
C45341,1,Focus,1.6,Petrol,1989,91455,3100,1
C28170,0,Z4,2.0,Petrol,1992,126368,3598,33
C03420,3,Yaris,1.2,Hybrid,1995,34599,5559,18
C42591,2,Cayenne,3.0,Petrol,2003,112793,14582,11
C38735,1,Focus,2.0,Diesel,1992,224329,1490,27
C36720,4,Passat,1.6,Diesel,2013,95792,16360,30
C29498,1,Fiesta,1.4,Petrol,2008,46772,9556,6
C04363,3,Prius,1.4,Hybrid,2007,85225,12534,34
C04029,3,Yaris,1.2,Petrol,1986,160296,1028,32
C03427,1,Focus,1.8,Petrol,2013,59401,20251,2
C20269,1,Mondeo,1.4,Diesel,1992,182519,1788,35
C20058,4,Passat,2.0,Diesel,2014,44434,27549,42
C11479,4,Polo,1.6,Petrol,1997,188065,1729,22
C47945,4,Passat,1.8,Diesel,2022,7717,54814,43
C29393,0,Z4,3.0,Petrol,2004,104338,11596,39
C29047,2,Cayenne,4.0,Petrol,2006,121589,19230,11
C08565,1,Focus,1.4,Diesel,1991,219341,1220,23
C39507,3,Yaris,1.0,Hybrid,1999,152629,2854,19
C49805,3,RAV4,1.8,Hybrid,2017,27602,46953,3
C25450,4,Passat,1.8,Diesel,2006,155609,6836,43
C34922,0,Z4,2.4,Petrol,2007,106878,12432,21
C30478,3,RAV4,1.8,Hybrid,1993,190290,2851,8
C13520,4,Polo,1.6,Diesel,2011,96687,9618,34
C34008,2,718 Cayman,2.0,Petrol,1996,234599,2253,8
C21316,0,M5,4.0,Petrol,1996,107550,13830,44
C42425,4,Golf,2.0,Petrol,1988,258315,668,22
C48901,3,Yaris,1.0,Petrol,2011,97821,8103,3
C47633,2,Cayenne,2.6,Petrol,1994,168563,4763,46
C49789,1,Focus,1.8,Petrol,2002,133490,5697,41
C44232,4,Passat,1.6,Diesel,2008,101263,11264,7
C10724,4,Polo,2.0,Petrol,2018,15504,27346,27
C13155,1,Focus,1.0,Diesel,2013,61800,15605,42
C13763,3,Yaris,1.0,Hybrid,2013,49522,15397,10
C42812,4,Polo,1.0,Petrol,1995,107107,2308,4
C30804,3,RAV4,1.8,Hybrid,1995,201823,2945,10
C36261,3,Prius,1.0,Hybrid,2005,153616,5491,26
C21437,1,Mondeo,2.0,Hybrid,1989,173586,2158,26
C25971,2,718 Cayman,2.0,Petrol,2003,129276,8856,25
C32204,1,Focus,2.0,Petrol,2001,177817,3897,37
C07181,1,Fiesta,1.2,Petrol,1984,184822,631,6
C41281,1,Mondeo,1.6,Diesel,1997,141415,3758,40
C28087,2,718 Cayman,2.4,Petrol,2012,53786,30261,10
C13702,3,RAV4,2.0,Hybrid,2016,40786,42866,7
C01004,3,RAV4,1.8,Hybrid,2019,28643,53333,0
C09059,4,Polo,1.2,Diesel,1999,105615,3505,25
C44235,1,Focus,2.0,Diesel,1990,288943,716,11
C25675,4,Passat,2.0,Diesel,2000,179224,3959,40
C45056,4,Passat,1.4,Petrol,1991,248570,932,39
C35144,1,Fiesta,1.4,Petrol,2018,32339,20289,38
C38163,1,Mondeo,1.4,Petrol,2009,94899,10634,7
C22477,1,Fiesta,1.4,Petrol,1990,165255,1201,40
C23007,4,Polo,1.2,Petrol,1997,111198,2802,16
C45344,4,Passat,1.8,Diesel,2018,45778,33843,49
C36128,4,Passat,1.8,Diesel,2002,95469,8354,9
C49710,1,Focus,2.0,Petrol,1987,183144,1463,0
C13099,3,Prius,1.0,Hybrid,1991,150537,2214,45
C37196,3,Prius,1.8,Hybrid,2001,224350,3056,2
C04108,1,Focus,1.6,Petrol,1991,134527,2558,12
C41336,1,Fiesta,1.0,Petrol,2000,193003,1559,7
C25223,2,718 Cayman,2.4,Petrol,1990,154631,3325,17
C35840,3,Yaris,1.4,Hybrid,1998,173658,2650,44
C29719,4,Polo,2.0,Petrol,2008,94773,8501,6
C46953,4,Polo,1.4,Petrol,2013,65824,12123,48
C29828,3,Prius,1.8,Hybrid,2005,118708,9726,12
C17543,4,Passat,2.0,Diesel,1992,211198,1755,29
C24916,3,RAV4,2.0,Petrol,1993,181808,2695,3
C04514,4,Golf,1.4,Petrol,2002,141419,3961,47
C19937,3,RAV4,2.4,Hybrid,2010,49713,29805,32
C46525,4,Polo,1.2,Petrol,2006,95093,5750,37
C24511,3,Prius,1.8,Hybrid,1999,153094,4960,5
C27442,3,RAV4,2.0,Petrol,2016,55461,32625,14
C12002,1,Focus,2.0,Petrol,1993,163731,2575,28
C23354,1,Fiesta,1.0,Petrol,2017,49108,14505,48
C27293,0,X3,3.0,Diesel,2014,57103,34509,46
C34204,0,M5,4.0,Petrol,2003,120118,20053,32
C12148,4,Golf,1.8,Diesel,1998,56666,6686,46
C15292,3,Yaris,1.2,Hybrid,2009,98580,9271,43
C46880,1,Mondeo,1.4,Diesel,2013,44255,20431,15
C08691,4,Polo,2.0,Petrol,1997,91884,4169,26
C12654,1,Fiesta,1.4,Petrol,2002,80096,5152,32
C31470,4,Passat,1.8,Diesel,2001,162188,4638,10
C02955,4,Polo,2.0,Petrol,2006,73586,8627,47
C03004,1,Mondeo,1.8,Diesel,2010,47792,18561,30
C15814,4,Polo,2.0,Petrol,2018,37954,24081,49
C06657,4,Polo,1.2,Diesel,2018,25239,21080,25
C12774,3,RAV4,1.8,Hybrid,2018,22607,51620,10
C39531,3,RAV4,2.0,Hybrid,1990,81656,5812,15
C34408,4,Golf,1.8,Petrol,2001,110600,5342,36
C08837,4,Passat,2.0,Diesel,2011,98314,15717,32
C14618,1,Fiesta,1.2,Petrol,1990,155763,1203,17
C22836,1,Focus,1.6,Hybrid,1991,147372,2769,7
C15981,4,Golf,2.0,Petrol,1999,152723,3536,29
C37916,1,Fiesta,1.2,Petrol,1991,268469,472,8
C01571,1,Focus,1.0,Petrol,2020,19485,30548,19
C35908,3,Prius,1.4,Hybrid,1985,268020,620,17
C26090,0,X3,3.0,Diesel,2016,63291,37886,37
C20914,4,Golf,2.0,Petrol,2012,69267,15723,44
C09958,4,Polo,1.2,Petrol,2001,136336,3011,47
C18276,3,Prius,1.8,Hybrid,1992,183296,2411,34
C15432,4,Polo,1.2,Petrol,2020,15003,24269,48
C23494,0,X3,2.4,Diesel,1988,243446,1217,19
C15790,1,Fiesta,1.0,Petrol,2016,39821,14359,11
C35780,1,Mondeo,1.4,Diesel,2014,33693,23259,27
C11981,1,Fiesta,1.2,Petrol,2011,90750,8066,26
C44906,4,Golf,1.8,Diesel,2016,47432,23525,45
C35763,4,Golf,1.4,Diesel,2016,22588,24002,14
C27093,1,Focus,1.6,Petrol,2009,94877,11475,31
C46835,1,Focus,2.0,Diesel,1996,187893,2688,45
C33438,1,Mondeo,2.0,Petrol,2002,134132,5920,19
C47381,4,Polo,1.4,Petrol,2020,19817,25537,37
C01591,2,718 Cayman,2.0,Petrol,2010,76670,20799,34
C26756,4,Golf,1.2,Petrol,1996,149380,2304,38
C21759,0,X3,3.0,Diesel,2009,79463,21314,23
C03002,1,Mondeo,1.8,Diesel,2019,23855,38936,36
C44112,3,Prius,1.0,Hybrid,2009,86481,11998,49
C43520,2,911,3.0,Petrol,2017,22217,100456,13
C00629,1,Focus,2.0,Petrol,2006,81822,11520,21
C20737,1,Mondeo,1.8,Diesel,2014,84359,19043,29
C11903,4,Polo,2.0,Diesel,2005,115285,6278,5
C06367,1,Focus,1.8,Diesel,1995,186156,2422,39
C17133,2,Cayenne,2.6,Diesel,1992,292547,1425,32
C09479,3,RAV4,1.8,Hybrid,2002,163251,6545,38
C41871,3,Yaris,1.0,Hybrid,1993,91094,3074,32
C12933,2,718 Cayman,2.4,Petrol,2010,71635,23575,48
C13642,4,Golf,1.8,Petrol,1995,179912,2044,49
C19627,1,Mondeo,1.6,Diesel,2018,26667,33803,46
C09952,1,Fiesta,1.4,Petrol,1996,212935,1184,48
C28963,1,Mondeo,1.4,Diesel,2018,32526,30575,8
C28446,4,Golf,2.0,Petrol,1993,231448,1194,28
C19699,1,Focus,1.4,Petrol,1998,196222,2276,29
C44224,4,Golf,1.2,Diesel,2016,48663,19062,42
C02997,4,Golf,1.8,Petrol,2003,72721,7999,18
C13638,1,Focus,2.0,Diesel,2005,124494,8264,6
C22471,3,Prius,1.8,Hybrid,2010,87675,17062,15
C36087,1,Fiesta,1.2,Petrol,2013,45326,12457,10
C28918,3,RAV4,2.2,Hybrid,1994,148970,4777,0
C17650,1,Fiesta,1.4,Petrol,2018,31762,20357,16
C27956,4,Polo,1.6,Petrol,2005,110830,5531,37
C02855,4,Polo,1.4,Petrol,1993,161383,1555,27
C13390,1,Fiesta,1.0,Diesel,2007,152986,3666,19
C13049,1,Focus,1.0,Petrol,1992,130372,2234,16
C22333,1,Fiesta,1.2,Diesel,2010,78902,8608,40
C30578,3,RAV4,1.8,Hybrid,2014,70748,29418,11
C34735,3,Prius,1.8,Hybrid,1994,113659,4854,18
C19539,2,718 Cayman,4.0,Petrol,1990,215657,2535,5
C39587,0,M5,4.0,Petrol,2003,133101,18121,36
C05573,1,Mondeo,1.6,Diesel,2020,19116,40283,28
C47751,4,Golf,1.4,Petrol,1991,208875,1072,4
C30964,4,Polo,1.4,Petrol,2001,167412,2520,40
C35496,2,911,2.6,Petrol,1996,196881,6353,25
C20263,4,Passat,1.4,Diesel,2019,32516,34531,13
C44660,0,X3,3.0,Diesel,2017,52451,43411,18
C21746,4,Golf,1.6,Petrol,2004,148714,4561,5
C47249,3,RAV4,2.0,Petrol,1987,206282,1458,35
C36228,1,Mondeo,1.4,Diesel,2021,10469,42193,14
C28787,3,Prius,1.0,Hybrid,2018,11537,34761,39
C35620,4,Golf,1.2,Petrol,2007,72912,8516,43
C46000,1,Mondeo,1.4,Diesel,2014,49020,21210,38
C49513,3,RAV4,2.2,Hybrid,1988,319717,683,1
C44515,4,Polo,1.6,Diesel,1996,140954,2521,7
C28684,0,Z4,2.2,Petrol,2006,108357,11013,38
C31549,3,Prius,1.8,Hybrid,2002,144675,6489,45
C31965,4,Passat,2.0,Diesel,2017,29924,36666,7
C09434,4,Polo,1.0,Petrol,2007,80149,6235,39
C22374,4,Golf,2.0,Hybrid,2018,23901,37189,5
C21623,4,Passat,1.8,Petrol,2012,70743,18408,20
C12452,4,Golf,1.6,Diesel,1994,180606,1882,29
C11800,3,RAV4,2.0,Hybrid,1998,128940,6980,18
C31389,4,Polo,1.0,Petrol,1997,162007,1707,10
C20769,4,Passat,2.0,Diesel,2000,100958,7405,17
C04829,4,Passat,2.0,Diesel,2002,93283,8945,38
C14590,4,Golf,1.6,Diesel,1990,146610,1915,10
C01508,3,Prius,1.0,Hybrid,2018,48010,28198,29
C18613,3,RAV4,1.8,Petrol,2015,36827,32460,9
C19303,3,Prius,1.0,Hybrid,2000,115320,5330,4
C38310,4,Golf,2.0,Petrol,2015,6834,27814,1
C01739,3,RAV4,2.0,Petrol,2012,67101,23171,13
C35876,4,Passat,1.6,Diesel,1988,241685,912,25
C47068,3,RAV4,1.8,Hybrid,1995,199369,3009,14
C05115,0,Z4,2.2,Petrol,1989,216898,1438,25
C24907,0,M5,5.0,Petrol,2013,47484,72408,28
C07636,1,Focus,1.0,Petrol,2008,114555,7336,35
C14399,1,Mondeo,2.0,Diesel,2015,73835,23069,12
C36171,3,Prius,1.4,Hybrid,2001,173238,4223,8
C09184,3,RAV4,2.2,Hybrid,2006,58607,20662,45
C36797,4,Passat,1.4,Diesel,1994,220743,1540,45
C37623,4,Passat,1.8,Diesel,2020,20796,44726,23
C01656,1,Mondeo,1.6,Diesel,2004,162124,5057,25
C04327,1,Mondeo,1.6,Hybrid,1989,179618,1833,49
C27378,3,Prius,1.4,Hybrid,1988,289423,619,32
C19045,0,Z4,3.0,Petrol,2008,34890,24042,49
C44329,1,Focus,2.0,Diesel,2012,46917,22683,12
C09662,3,Prius,1.4,Hybrid,2015,70910,23569,3
C15915,4,Golf,2.0,Petrol,2002,100493,6487,26
C25467,1,Mondeo,1.4,Hybrid,2001,132922,5614,33
C13611,3,RAV4,2.0,Hybrid,1996,198592,3414,7
C11671,4,Golf,1.4,Petrol,2017,45269,21403,31
C01220,0,M5,4.4,Petrol,2005,92852,29430,26
C38864,1,Fiesta,1.0,Petrol,2015,47937,12787,23
C12558,1,Mondeo,1.8,Diesel,2010,61495,17018,10
C39144,0,X3,3.0,Diesel,2005,102332,13870,37
C35509,0,Z4,2.2,Petrol,1995,160823,3490,28
C11853,1,Mondeo,1.4,Diesel,2010,101822,11349,28
C13239,4,Passat,1.4,Diesel,1985,293331,431,45
C29951,1,Focus,1.0,Hybrid,1985,159087,1332,17
C27985,4,Passat,1.4,Diesel,2003,63867,9791,24
C22091,4,Passat,1.6,Diesel,1992,191220,1872,49
C48990,3,Yaris,1.4,Hybrid,1991,337853,365,46
C40640,3,RAV4,2.4,Hybrid,1994,105957,6980,10
C28912,3,Prius,1.8,Hybrid,2016,60438,30607,22
C08571,1,Mondeo,1.4,Diesel,2007,119498,8136,19
C38432,4,Golf,1.8,Petrol,2010,58044,14049,28
C40526,1,Fiesta,1.0,Petrol,1994,114402,1992,46
C35550,3,RAV4,2.4,Hybrid,2004,129801,11331,23
C29488,3,Yaris,1.2,Hybrid,1995,139807,2658,2
C26038,4,Golf,2.0,Hybrid,2012,65866,19298,39
C19371,4,Passat,1.4,Diesel,2006,136260,7053,41
C44735,4,Polo,1.2,Petrol,2007,110108,5503,10
C06916,1,Fiesta,1.0,Petrol,2003,155563,2618,48
C14999,3,Yaris,1.2,Petrol,1988,240567,580,22
C16751,4,Passat,1.8,Diesel,2016,42060,30296,2
C29960,3,RAV4,2.0,Hybrid,2020,23058,62018,40
C28857,1,Focus,1.0,Petrol,1996,170952,2093,37
C38912,1,Fiesta,1.0,Petrol,1992,301203,338,15
C05844,1,Mondeo,1.8,Diesel,2015,57534,24365,14
C15770,3,RAV4,1.8,Hybrid,2014,12867,41690,35
C27099,2,718 Cayman,2.0,Petrol,1999,167637,4963,20
C34727,4,Golf,1.4,Hybrid,1998,208063,2066,30
C20931,3,RAV4,2.0,Hybrid,2015,48018,38373,18
C12314,4,Polo,1.4,Petrol,2002,108023,4326,39
C08294,1,Focus,2.0,Petrol,1999,109546,5913,32
C49409,1,Focus,1.6,Diesel,1990,178859,1742,27
C22320,0,Z4,3.0,Petrol,2011,57775,25517,38
C20487,0,X3,3.0,Diesel,2015,32645,42826,27
C22611,4,Passat,2.0,Diesel,1993,296780,850,25
C12466,1,Fiesta,1.4,Petrol,2016,37188,17259,7
C41513,1,Focus,1.4,Diesel,1994,221469,1462,46
C48610,4,Polo,1.4,Petrol,2001,144717,3040,31
C17673,4,Polo,1.2,Petrol,2015,39438,15137,44
C08566,1,Focus,1.0,Petrol,1997,219432,1464,9
C42906,4,Passat,1.8,Diesel,1987,299855,525,3
C33295,4,Polo,1.4,Petrol,1994,174818,1484,38
C12929,3,Prius,1.0,Hybrid,2021,4905,43949,14
C08384,4,Polo,1.2,Petrol,2003,152888,3009,28
C26547,1,Fiesta,1.2,Petrol,2017,25998,18222,1
C21161,0,X3,2.4,Diesel,1992,116078,4704,5
C25332,1,Mondeo,2.0,Hybrid,1997,185091,3334,13
C00417,1,Fiesta,1.0,Petrol,2005,165149,2762,13
C38314,4,Golf,1.6,Diesel,1989,216812,981,24
C40759,4,Passat,1.4,Diesel,1987,220929,964,43
C01407,2,911,3.5,Petrol,2001,171925,12761,11
C27989,3,Yaris,1.0,Petrol,1996,149356,2000,43
C20658,4,Polo,1.4,Petrol,1997,203083,1418,16
C46982,0,M5,5.0,Petrol,2017,34666,102110,38
C29902,3,RAV4,2.4,Hybrid,2019,17585,65500,28
C32870,3,Yaris,1.2,Hybrid,2002,116586,5083,4
C21614,4,Passat,1.8,Diesel,1996,142126,3918,47
C18693,0,M5,4.4,Petrol,2020,18062,128513,15
C14463,1,Focus,2.0,Hybrid,2011,69673,20957,45
C13530,1,Fiesta,1.0,Petrol,2012,60180,9689,3
