AccidentID,CarID,Date,Severity,Description,RepairCost
A47342,C31521,2022-09-01,Major,Minor fender bender,1217.0
A64121,C42584,2023-07-11,Severe,Damage from pothole incident,3998.0
A64122,C42584,2021-10-04,Severe,Door dent from tight parking,1541.0
A64123,C42584,2022-05-06,Major,Accident on slippery road,3436.0
A70597,C46957,2025-02-06,Severe,Accident on slippery road,2094.0
A73402,C48791,2022-12-26,Moderate,Collision with pole,3049.0
A73403,C48791,2022-09-16,Severe,Side panel scratch,2351.0
A73404,C48791,2023-07-18,Minor,Front-end collision,254.0
A54947,C36586,2021-05-07,Moderate,Tire puncture during accident,2139.0
A54948,C36586,2021-05-09,Severe,Door dent from tight parking,1248.0
A15816,C10466,2022-07-13,Minor,Tire puncture during accident,2142.0
A15817,C10466,2025-08-30,Moderate,Minor fender bender,2602.0
A10828,C07206,2022-10-25,Major,Door dent from tight parking,4787.0
A09619,C06414,2025-03-22,Moderate,Minor parking lot accident,4368.0
A51145,C34047,2023-05-23,Severe,Fender scratch from curb,2158.0
A51146,C34047,2024-08-26,Major,Minor collision at roundabout,3706.0
A19212,C12729,2022-06-30,Major,Side mirror broken,774.0
A19213,C12729,2022-10-01,Minor,Minor fender bender,4259.0
A19214,C12729,2025-05-10,Minor,Front bumper scrape,4029.0
A10412,C06926,2021-11-20,Severe,Front-end collision,170.0
A10413,C06926,2023-03-18,Moderate,Accident on slippery road,4766.0
A10414,C06926,2025-02-07,Moderate,Door dent from tight parking,1671.0
A42120,C27996,2023-01-04,Major,Rear bumper collision,2486.0
A56515,C37613,2023-11-01,Minor,Fender scratch from curb,1105.0
A56516,C37613,2023-09-19,Severe,Windshield damage,539.0
A56517,C37613,2024-11-17,Minor,Door dent from tight parking,806.0
A59399,C39484,2024-06-17,Major,Head-on collision,932.0
A59400,C39484,2022-04-12,Major,Front-end collision,158.0
A04453,C03017,2022-03-27,Major,Accident on slippery road,1183.0
A02353,C01641,2021-11-30,Moderate,Rear-end hit at traffic light,835.0
A02354,C01641,2024-11-05,Moderate,Accident on slippery road,331.0
A13364,C08884,2020-12-11,Major,Collision with pole,2339.0
A13365,C08884,2023-01-09,Major,Accident on slippery road,4190.0
A56501,C37602,2021-12-10,Moderate,Rear-end hit at traffic light,2943.0
A56502,C37602,2020-11-30,Minor,Accident on slippery road,3962.0
A19585,C12970,2025-08-29,Severe,Rear quarter panel dent,386.0
A19586,C12970,2023-11-29,Moderate,Accident on slippery road,4553.0
A35243,C23464,2022-09-12,Moderate,Parking lot scrape,3130.0
A35244,C23464,2021-05-15,Minor,Accident on slippery road,1544.0
A66353,C44077,2022-06-05,Minor,Rear quarter panel dent,4721.0
A06087,C04087,2023-01-07,Minor,Minor parking lot accident,3675.0
A06088,C04087,2023-12-27,Major,Front-end collision,1716.0
A06089,C04087,2023-06-28,Major,Windshield damage,2778.0
A00736,C00509,2025-02-05,Minor,Scratched paint on rear bumper,3926.0
A00737,C00509,2023-03-18,Severe,Front-end collision,368.0
A09524,C06355,2023-07-21,Severe,Side mirror broken,4480.0
A09525,C06355,2023-06-03,Moderate,Tire puncture during accident,4372.0
A44555,C29645,2021-05-13,Major,Rear bumper collision,329.0
A31232,C20816,2025-06-07,Moderate,Damage from pothole incident,4716.0
A09324,C06235,2022-12-12,Major,Parking lot scrape,953.0
A09325,C06235,2023-10-03,Moderate,Rear-end hit at traffic light,2369.0
A09326,C06235,2023-01-08,Moderate,Accident on slippery road,4322.0
A48035,C31990,2021-08-17,Severe,Rear quarter panel dent,4730.0
A48036,C31990,2024-03-23,Severe,Minor parking lot accident,846.0
A19619,C12996,2024-04-11,Minor,Collision with pole,2042.0
A63979,C42502,2022-11-05,Severe,Minor parking lot accident,2506.0
A63980,C42502,2024-05-13,Minor,Rear quarter panel dent,1337.0
A63981,C42502,2022-11-17,Severe,Front bumper scrape,1100.0
A00390,C00263,2022-05-01,Moderate,Door dent from tight parking,2718.0
A00391,C00263,2021-12-08,Severe,Rear bumper collision,225.0
A11879,C07892,2020-11-07,Moderate,Side swipe from passing vehicle,508.0
A11880,C07892,2022-05-25,Major,Head-on collision,2400.0
A11881,C07892,2025-08-08,Major,Side mirror broken,4755.0
A15913,C10528,2025-08-31,Severe,Side mirror broken,851.0
A27930,C18601,2021-11-29,Major,Accident on slippery road,2554.0
A27931,C18601,2021-01-13,Moderate,Parking lot scrape,882.0
A36209,C24115,2024-11-18,Moderate,Front-end collision,3592.0
A20295,C13472,2023-02-21,Minor,Tire puncture during accident,2740.0
A20296,C13472,2020-09-06,Major,Front-end collision,4179.0
A20297,C13472,2024-10-09,Major,Side panel scratch,3260.0
A47644,C31726,2025-06-17,Severe,Hood dent from minor crash,653.0
A15952,C10558,2021-01-15,Major,Scratched paint on rear bumper,4514.0
A15953,C10558,2024-11-07,Severe,Scratched paint on rear bumper,1559.0
A15954,C10558,2025-07-06,Severe,Damage from pothole incident,389.0
A09836,C06557,2025-06-12,Severe,Head-on collision,976.0
A09837,C06557,2025-01-24,Major,Tire puncture during accident,493.0
A09838,C06557,2025-07-24,Severe,Door dent from tight parking,4837.0
A62446,C41504,2022-12-16,Severe,Front bumper scrape,4131.0
A16299,C10811,2023-08-07,Minor,Rear bumper collision,3704.0
A16300,C10811,2020-11-17,Moderate,Rear quarter panel dent,890.0
A16301,C10811,2021-11-04,Major,Front bumper scrape,1793.0
A57413,C38215,2023-01-21,Major,Fender scratch from curb,3096.0
A57414,C38215,2024-01-07,Minor,Damage from pothole incident,1311.0
A17662,C11731,2024-07-19,Moderate,Minor fender bender,4853.0
A17663,C11731,2023-10-24,Major,Windshield damage,4999.0
A17664,C11731,2023-10-24,Severe,Windshield damage,3303.0
A32680,C21780,2024-07-07,Moderate,Minor parking lot accident,1823.0
A32681,C21780,2021-07-09,Severe,Side mirror broken,751.0
A32682,C21780,2025-01-28,Minor,Minor parking lot accident,4885.0
A51204,C34080,2024-09-20,Moderate,Front bumper scrape,3878.0
A51205,C34080,2024-04-25,Minor,Fender scratch from curb,2285.0
A51206,C34080,2024-05-02,Moderate,Front-end collision,1951.0
A34376,C22916,2021-06-17,Moderate,Minor collision at roundabout,118.0
A34377,C22916,2025-07-16,Moderate,Parking lot scrape,2549.0
A34378,C22916,2024-07-31,Severe,Front bumper scrape,3493.0
A12177,C08086,2023-10-27,Minor,Accident on slippery road,4923.0
A12178,C08086,2024-01-04,Minor,Front bumper scrape,2347.0
A65439,C43468,2021-04-23,Major,Front-end collision,1939.0
A22185,C14710,2022-05-04,Major,Collision with pole,3219.0
A23253,C15467,2022-04-22,Major,Accident on slippery road,3622.0
A23254,C15467,2022-07-31,Moderate,Tire puncture during accident,2623.0
A23255,C15467,2021-12-10,Severe,Collision with pole,4976.0
A55844,C37173,2022-05-26,Major,Side swipe from passing vehicle,4796.0
A55845,C37173,2024-04-26,Moderate,Accident on slippery road,1647.0
A55846,C37173,2023-04-20,Minor,Front-end collision,3550.0
A43232,C28749,2022-12-11,Minor,Head-on collision,3242.0
A04588,C03105,2023-11-28,Moderate,Rear-end hit at traffic light,4402.0
A04589,C03105,2023-05-26,Severe,Rear bumper collision,2926.0
A01030,C00709,2023-12-31,Severe,Front bumper scrape,611.0
A35217,C23445,2021-04-23,Major,Minor collision at roundabout,1573.0
A35218,C23445,2020-10-29,Severe,Minor collision at roundabout,2023.0
A35219,C23445,2022-01-11,Severe,Front bumper scrape,3099.0
A39882,C26511,2020-12-17,Moderate,Scratched paint on rear bumper,952.0
A12769,C08467,2023-05-10,Severe,Scratched paint on rear bumper,4439.0
A12770,C08467,2021-01-18,Severe,Side mirror broken,4559.0
A12771,C08467,2022-05-12,Minor,Windshield damage,2130.0
A09315,C06231,2023-07-01,Moderate,Door dent from tight parking,1874.0
A09316,C06231,2023-06-17,Major,Accident on slippery road,1042.0
A69694,C46359,2022-03-29,Minor,Front-end collision,1571.0
A24607,C16387,2020-11-26,Major,Rear bumper collision,939.0
A24608,C16387,2023-01-09,Moderate,Front bumper scrape,1155.0
A51344,C34166,2024-09-29,Major,Damage from pothole incident,1340.0
A51345,C34166,2022-09-27,Severe,Side mirror broken,4637.0
A08669,C05804,2023-05-15,Moderate,Parking lot scrape,1692.0
A19253,C12754,2024-08-03,Severe,Damage from pothole incident,1386.0
A19254,C12754,2021-03-26,Moderate,Minor fender bender,1923.0
A19255,C12754,2024-06-23,Moderate,Tire puncture during accident,1115.0
A28917,C19246,2022-05-20,Minor,Parking lot scrape,1299.0
A28918,C19246,2024-02-02,Major,Front bumper scrape,1498.0
A56913,C37867,2021-02-27,Severe,Minor fender bender,386.0
A56914,C37867,2024-11-03,Minor,Rear quarter panel dent,1091.0
A56915,C37867,2021-06-07,Minor,Accident on slippery road,4212.0
A65498,C43515,2025-01-16,Minor,Rear bumper collision,3122.0
A65499,C43515,2024-12-18,Severe,Side panel scratch,1243.0
A65500,C43515,2024-05-01,Severe,Rear-end hit at traffic light,3855.0
A13131,C08719,2023-03-21,Major,Parking lot scrape,4944.0
A13132,C08719,2022-08-28,Minor,Accident on slippery road,1239.0
A13133,C08719,2023-03-13,Severe,Rear-end hit at traffic light,821.0
A43344,C28825,2025-04-16,Severe,Collision with pole,677.0
A43345,C28825,2022-10-02,Moderate,Rear quarter panel dent,3916.0
A43346,C28825,2024-11-15,Minor,Head-on collision,4176.0
A72607,C48253,2024-02-25,Severe,Minor parking lot accident,1203.0
A72608,C48253,2024-11-11,Moderate,Rear-end hit at traffic light,2183.0
A72609,C48253,2024-06-02,Severe,Rear-end hit at traffic light,1847.0
A10819,C07202,2022-03-31,Minor,Windshield damage,4173.0
A10820,C07202,2023-05-28,Severe,Minor fender bender,2750.0
A10821,C07202,2025-07-04,Severe,Door dent from tight parking,2837.0
A13968,C09283,2024-08-26,Major,Front bumper scrape,3418.0
A41158,C27374,2023-05-23,Moderate,Parking lot scrape,3346.0
A33754,C22493,2022-04-23,Major,Rear quarter panel dent,2056.0
A33755,C22493,2023-03-02,Severe,Parking lot scrape,2695.0
A33756,C22493,2024-06-09,Severe,Fender scratch from curb,2293.0
A68617,C45638,2024-04-30,Minor,Fender scratch from curb,2359.0
A68974,C45880,2021-08-27,Minor,Accident on slippery road,2214.0
A68975,C45880,2021-12-11,Minor,Collision with pole,1836.0
A16293,C10804,2022-01-17,Minor,Fender scratch from curb,4859.0
A16294,C10804,2022-05-28,Major,Side panel scratch,3780.0
A16295,C10804,2021-05-19,Severe,Front bumper scrape,466.0
A31481,C20965,2025-05-19,Minor,Front bumper scrape,1157.0
A45102,C30033,2022-04-25,Moderate,Minor parking lot accident,1245.0
A45103,C30033,2024-12-31,Severe,Accident on slippery road,3990.0
A45104,C30033,2022-08-15,Major,Windshield damage,4251.0
A07792,C05223,2022-09-09,Severe,Side panel scratch,4054.0
A07793,C05223,2021-09-11,Severe,Scratched paint on rear bumper,2563.0
A07794,C05223,2020-10-19,Minor,Damage from pothole incident,116.0
A00950,C00660,2023-03-09,Moderate,Scratched paint on rear bumper,196.0
A00951,C00660,2024-07-01,Major,Side swipe from passing vehicle,1795.0
A00952,C00660,2021-06-29,Minor,Side mirror broken,246.0
A49918,C33246,2024-04-30,Moderate,Scratched paint on rear bumper,3397.0
A49919,C33246,2022-11-27,Moderate,Side mirror broken,1965.0
A08768,C05866,2022-03-26,Severe,Front bumper scrape,2892.0
A08769,C05866,2021-01-02,Severe,Collision with pole,4874.0
A08770,C05866,2025-02-06,Major,Damage from pothole incident,1589.0
A73530,C48872,2020-12-03,Major,Accident on slippery road,239.0
A73531,C48872,2022-03-10,Moderate,Hood dent from minor crash,4205.0
A73532,C48872,2025-05-15,Major,Side panel scratch,3200.0
A43423,C28881,2024-02-04,Moderate,Fender scratch from curb,4253.0
A70796,C47088,2022-06-10,Major,Windshield damage,4344.0
A14539,C09648,2022-07-20,Moderate,Parking lot scrape,3666.0
A14540,C09648,2025-05-20,Major,Minor collision at roundabout,4917.0
A74541,C49546,2022-07-17,Minor,Side panel scratch,865.0
A74542,C49546,2022-08-20,Minor,Collision with pole,140.0
A48642,C32375,2021-10-24,Major,Front bumper scrape,3430.0
A48643,C32375,2023-08-15,Minor,Rear quarter panel dent,2697.0
A48644,C32375,2024-12-07,Moderate,Side panel scratch,2199.0
A39349,C26159,2025-08-04,Minor,Windshield damage,2318.0
A39350,C26159,2023-09-10,Major,Door dent from tight parking,3798.0
A39351,C26159,2022-09-05,Severe,Head-on collision,1151.0
A17634,C11712,2022-09-07,Minor,Side swipe from passing vehicle,3225.0
A17635,C11712,2023-01-20,Minor,Damage from pothole incident,3585.0
A40970,C27239,2023-02-11,Severe,Fender scratch from curb,3760.0
A40971,C27239,2020-10-22,Moderate,Front-end collision,2745.0
A27571,C18354,2023-08-03,Minor,Front bumper scrape,2145.0
A27572,C18354,2022-04-07,Minor,Minor collision at roundabout,3338.0
A74486,C49515,2021-08-16,Severe,Tire puncture during accident,3874.0
A74487,C49515,2021-10-28,Major,Minor collision at roundabout,4352.0
A74488,C49515,2020-11-12,Severe,Hood dent from minor crash,1292.0
A32591,C21725,2024-12-04,Severe,Accident on slippery road,3660.0
A38989,C25925,2020-11-26,Minor,Minor fender bender,3092.0
A38990,C25925,2023-08-16,Severe,Minor parking lot accident,1758.0
A52876,C35205,2024-04-29,Major,Side panel scratch,723.0
A52877,C35205,2023-12-24,Severe,Parking lot scrape,721.0
A52878,C35205,2024-09-21,Major,Rear-end hit at traffic light,4106.0
A26744,C17805,2022-06-23,Minor,Rear-end hit at traffic light,4055.0
A26745,C17805,2021-01-21,Minor,Damage from pothole incident,3340.0
A26746,C17805,2021-09-12,Moderate,Minor fender bender,1528.0
A51417,C34224,2021-03-17,Major,Collision with pole,1934.0
A11799,C07842,2022-01-26,Major,Tire puncture during accident,3171.0
A11800,C07842,2025-04-14,Moderate,Fender scratch from curb,4901.0
A11801,C07842,2021-09-11,Minor,Side panel scratch,3350.0
A23944,C15923,2022-11-12,Major,Door dent from tight parking,1326.0
A23945,C15923,2021-01-04,Minor,Door dent from tight parking,1526.0
A23946,C15923,2021-11-30,Moderate,Tire puncture during accident,3568.0
A42635,C28367,2025-04-30,Major,Rear bumper collision,3602.0
A42636,C28367,2022-05-27,Minor,Side swipe from passing vehicle,2594.0
A18236,C12084,2023-04-14,Moderate,Fender scratch from curb,1437.0
A30091,C20034,2022-12-01,Moderate,Accident on slippery road,2910.0
A30092,C20034,2024-02-17,Major,Accident on slippery road,2307.0
A30093,C20034,2022-11-20,Major,Damage from pothole incident,1160.0
A21849,C14488,2025-08-12,Minor,Parking lot scrape,4634.0
A31239,C20819,2025-06-10,Severe,Minor collision at roundabout,2775.0
A31240,C20819,2025-05-02,Moderate,Scratched paint on rear bumper,3954.0
A31241,C20819,2021-11-24,Major,Scratched paint on rear bumper,2612.0
A56386,C37518,2022-06-18,Moderate,Tire puncture during accident,1980.0
A56387,C37518,2021-12-31,Moderate,Head-on collision,1381.0
A73195,C48651,2025-02-21,Minor,Collision with pole,2248.0
A73196,C48651,2023-08-17,Minor,Side panel scratch,4871.0
A73197,C48651,2021-04-10,Major,Minor parking lot accident,575.0
A31639,C21070,2023-02-17,Moderate,Minor fender bender,3316.0
A31640,C21070,2021-08-01,Moderate,Door dent from tight parking,3092.0
A14341,C09524,2021-01-02,Major,Rear-end hit at traffic light,4727.0
A14342,C09524,2023-01-09,Moderate,Door dent from tight parking,1008.0
A49169,C32756,2025-02-23,Severe,Side mirror broken,2636.0
A49170,C32756,2022-11-11,Minor,Tire puncture during accident,1024.0
A49171,C32756,2024-03-14,Severe,Side panel scratch,953.0
A18182,C12054,2023-08-10,Severe,Accident on slippery road,3206.0
A35441,C23594,2024-07-12,Minor,Minor fender bender,3921.0
A35442,C23594,2023-10-24,Major,Front bumper scrape,4123.0
A35443,C23594,2022-10-06,Minor,Collision with pole,1052.0
A24629,C16400,2024-10-27,Minor,Head-on collision,4763.0
A24630,C16400,2020-11-14,Severe,Head-on collision,1727.0
A24631,C16400,2022-10-17,Severe,Rear bumper collision,3018.0
A56706,C37737,2024-01-06,Minor,Side mirror broken,1598.0
A56707,C37737,2023-04-16,Severe,Side mirror broken,2125.0
A56708,C37737,2023-05-05,Major,Parking lot scrape,933.0
A39932,C26542,2024-08-17,Minor,Door dent from tight parking,4232.0
A39933,C26542,2021-02-15,Minor,Minor fender bender,3809.0
A39934,C26542,2024-09-03,Major,Rear-end hit at traffic light,1874.0
A20003,C13268,2021-06-16,Moderate,Minor fender bender,915.0
A27140,C18083,2023-01-24,Minor,Front bumper scrape,3971.0
A72334,C48086,2023-06-07,Major,Scratched paint on rear bumper,2310.0
A72335,C48086,2022-10-01,Minor,Front-end collision,1984.0
A24455,C16287,2022-10-02,Moderate,Hood dent from minor crash,3760.0
A15194,C10075,2025-07-10,Major,Windshield damage,4878.0
A15195,C10075,2023-09-15,Severe,Front-end collision,1603.0
A15196,C10075,2022-06-21,Severe,Scratched paint on rear bumper,2003.0
A49067,C32685,2024-07-18,Moderate,Fender scratch from curb,3056.0
A69806,C46434,2025-05-02,Moderate,Tire puncture during accident,3249.0
A69807,C46434,2024-01-07,Minor,Damage from pothole incident,2126.0
A38096,C25350,2023-10-13,Major,Door dent from tight parking,999.0
A38097,C25350,2023-07-16,Major,Minor collision at roundabout,1351.0
A38098,C25350,2024-06-17,Moderate,Head-on collision,1118.0
A51937,C34568,2023-10-20,Severe,Hood dent from minor crash,4116.0
A51938,C34568,2022-08-09,Moderate,Door dent from tight parking,933.0
A51939,C34568,2021-10-17,Severe,Rear-end hit at traffic light,4669.0
A01503,C01031,2023-02-21,Moderate,Hood dent from minor crash,2543.0
A34142,C22754,2021-07-04,Minor,Tire puncture during accident,715.0
A34143,C22754,2025-08-28,Moderate,Parking lot scrape,3466.0
A34144,C22754,2025-07-14,Minor,Rear quarter panel dent,3359.0
A17717,C11762,2025-07-06,Moderate,Damage from pothole incident,2799.0
A17718,C11762,2024-03-26,Major,Head-on collision,4330.0
A53932,C35897,2023-06-28,Moderate,Head-on collision,4489.0
A21857,C14493,2024-05-30,Minor,Scratched paint on rear bumper,3388.0
A37687,C25086,2025-05-18,Minor,Tire puncture during accident,4050.0
A30644,C20396,2021-04-09,Moderate,Parking lot scrape,4989.0
A30645,C20396,2022-04-25,Minor,Fender scratch from curb,1195.0
A30646,C20396,2023-10-01,Major,Side panel scratch,3331.0
A32077,C21375,2023-01-27,Minor,Side swipe from passing vehicle,3447.0
A32078,C21375,2023-07-23,Major,Side mirror broken,3292.0
A32079,C21375,2022-06-10,Moderate,Side panel scratch,3729.0
A45401,C30243,2023-03-22,Major,Side panel scratch,1571.0
A45402,C30243,2020-09-20,Severe,Collision with pole,4328.0
A45403,C30243,2025-07-29,Severe,Door dent from tight parking,1185.0
A71540,C47579,2021-05-14,Moderate,Windshield damage,1987.0
